"","X","RouteDataID","CountryNum","StateNum","Route","RPID","Year","AOU","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID","Count10","Count20","Count30","Count40","Count50","StopTotal","SpeciesTotal","Month","Day","ObsN","TotalSpp","StartTemp","EndTemp","TempScale","StartWind","EndWind","StartSky","EndSky","StartTime","EndTime","Assistant","QualityCurrentID","RunType"
"81464",81464,6299260,840,61,98,102,2008,700,"WANAKENA",1,44.1319167,-74.9230359,26,14,1,1,0,0,0,0,0,0,0,7,1,1060335,68,63,NA,"F",0,1,2,0,445,1030,"1   ",1,0
"81494",81494,6240976,840,61,100,101,2001,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,7,6,1090202,54,45,NA,"F",1,1,1,1,442,840,"1   ",1,1
"81495",81495,6245875,840,61,100,101,2002,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,7,4,1090202,60,68,NA,"F",0,2,0,2,442,945,"1   ",1,1
"81496",81496,6241917,840,61,100,101,2003,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,7,4,1090202,60,60,NA,"F",0,2,1,0,442,937,"1   ",1,1
"81497",81497,6241920,840,61,100,101,2004,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,27,1090202,54,42,NA,"F",0,2,1,1,442,940,"1   ",1,1
"81498",81498,6249007,840,61,100,101,2005,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,20,1090202,55,40,NA,"F",0,0,0,0,442,920,"1   ",1,1
"81499",81499,6252667,840,61,100,101,2006,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,30,1090202,57,40,NA,"F",0,0,1,1,442,940,"1   ",1,1
"81500",81500,6261874,840,61,100,101,2007,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,27,1090202,62,45,NA,"F",0,2,1,2,442,935,"NULL",1,1
"81501",81501,6300616,840,61,100,101,2008,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,7,4,1090202,52,40,NA,"F",0,0,0,0,442,930,"1   ",1,1
"81502",81502,6312493,840,61,100,101,2009,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,23,1090202,51,48,NA,"F",0,2,0,1,442,925,"1   ",1,1
"81503",81503,6319114,840,61,100,101,2010,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,15,1090202,54,48,NA,"F",1,2,4,0,442,920,"1   ",1,1
"81504",81504,6342799,840,61,100,101,2011,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,22,1090202,59,48,NA,"F",0,1,0,2,442,912,"1   ",1,1
"81505",81505,6350524,840,61,100,101,2012,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,23,1090202,56,61,NA,"F",0,1,2,2,442,923,"1   ",1,1
"81506",81506,6352436,840,61,100,101,2013,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,19,1090202,56,35,NA,"F",0,2,0,0,442,925,"NULL",1,1
"81507",81507,6360294,840,61,100,101,2015,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,5,29,1060335,59,46,NA,"F",0,0,0,0,444,1017,"1   ",1,1
"81508",81508,6361460,840,61,100,101,2016,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,9,1060335,57,42,NA,"F",0,2,0,1,442,1009,"0   ",1,1
"81509",81509,6366414,840,61,100,101,2017,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,15,1060335,55,38,NA,"F",0,2,0,0,443,1039,"1   ",1,1
"81510",81510,6368475,840,61,100,101,2018,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,15,1060335,61,50,NA,"F",0,1,2,0,442,1039,"0   ",1,1
"81511",81511,6371298,840,61,100,101,2019,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,10,1060335,60,51,NA,"F",0,0,0,0,442,1031,"1   ",1,1
"81512",81512,6375098,840,61,100,101,2021,700,"GABRIELS",1,44.4319917,-74.1807169,26,14,1,1,0,0,0,0,0,0,0,6,7,1060335,56,61,NA,"F",0,3,0,0,442,1040,"1   ",1,1
"81543",81543,6247980,840,61,102,101,2005,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,19,981069,85,48,NA,"F",0,2,0,2,442,853,"1   ",1,1
"81544",81544,6252668,840,61,102,101,2006,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,25,981069,86,49,NA,"F",1,2,0,0,442,858,"NULL",1,1
"81545",81545,6261515,840,61,102,101,2007,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,7,1,981069,82,47,NA,"F",0,2,0,2,442,853,"NULL",1,1
"81546",81546,6299368,840,61,102,101,2008,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,28,981069,77,62,NA,"F",1,1,0,1,442,904,"NULL",1,1
"81547",81547,6313176,840,61,102,101,2009,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,28,981069,79,56,NA,"F",0,2,2,0,442,908,"NULL",1,1
"81548",81548,6342800,840,61,102,101,2010,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,27,981069,82,52,NA,"F",0,1,2,2,442,909,"NULL",1,1
"81549",81549,6344489,840,61,102,101,2011,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,7,4,981069,78,62,NA,"F",0,1,0,1,442,915,"NULL",1,1
"81550",81550,6344962,840,61,102,101,2012,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,24,981069,77,48,NA,"F",0,1,0,0,442,909,"NULL",1,1
"81551",81551,6353742,840,61,102,101,2013,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,23,981069,81,52,NA,"F",0,1,0,2,442,928,"0   ",1,1
"81552",81552,6355417,840,61,102,101,2014,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,29,981069,81,61,NA,"F",0,2,2,1,442,916,"0   ",1,1
"81553",81553,6358586,840,61,102,101,2015,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,7,5,981069,79,60,NA,"F",0,2,0,0,442,904,"0   ",1,1
"81554",81554,6363613,840,61,102,101,2016,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,26,981069,80,55,NA,"F",0,2,0,1,442,912,"0   ",1,1
"81555",81555,6365443,840,61,102,101,2017,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,25,981069,76,53,NA,"F",0,1,0,1,442,918,"0   ",1,1
"81556",81556,6369550,840,61,102,101,2018,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,24,981069,80,59,NA,"F",0,1,2,2,442,927,"0   ",1,1
"81557",81557,6372969,840,61,102,101,2019,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,7,7,981069,79,56,NA,"F",2,3,0,0,442,919,"0   ",1,1
"81558",81558,6374909,840,61,102,101,2021,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,20,981069,79,62,NA,"F",0,2,0,1,442,917,"0   ",1,1
"81559",81559,6379059,840,61,102,101,2022,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,26,981069,85,58,NA,"F",0,3,0,0,442,910,"0   ",1,1
"81560",81560,6382356,840,61,102,101,2023,700,"PARISHVILLE",1,44.5376687,-74.7210849,18,13,1,1,0,0,0,0,0,0,0,6,25,981069,75,62,NA,"F",0,1,0,2,442,910,"0   ",1,1
"81568",81568,6252669,840,61,103,101,2006,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,13,1190730,66,48,NA,"F",0,1,1,1,450,1030,"NULL",1,1
"81569",81569,6261866,840,61,103,101,2007,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,8,1190730,60,62,NA,"F",3,0,1,0,443,1035,"1   ",1,1
"81570",81570,6300340,840,61,103,101,2008,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,7,9,1190730,66,59,NA,"F",1,2,1,1,440,941,"1   ",0,0
"81571",81571,6313216,840,61,103,101,2009,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,17,1190730,58,51,NA,"F",2,3,1,0,450,1015,"1   ",1,1
"81572",81572,6319704,840,61,103,101,2010,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,9,1190730,67,45,NA,"F",0,1,1,2,448,1014,"1   ",1,1
"81573",81573,6342801,840,61,103,101,2011,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,16,1190730,63,54,NA,"F",0,1,0,1,450,950,"1   ",1,1
"81574",81574,6350451,840,61,103,101,2012,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,14,1190730,52,42,NA,"F",0,2,0,0,449,1000,"1   ",1,1
"81575",81575,6353004,840,61,103,101,2013,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,19,1190730,69,38,NA,"F",0,0,0,0,445,1011,"0   ",1,1
"81576",81576,6356610,840,61,103,101,2014,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,20,1190730,59,45,NA,"F",0,4,0,0,454,956,"0   ",1,1
"81577",81577,6359441,840,61,103,101,2015,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,10,1190730,54,56,NA,"F",0,3,2,0,444,1000,"0   ",1,1
"81578",81578,6363573,840,61,103,101,2016,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,14,1190730,57,35,NA,"F",0,1,0,0,440,1030,"0   ",1,1
"81579",81579,6366307,840,61,103,101,2017,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,8,1190730,56,51,NA,"F",0,1,0,0,444,1024,"0   ",1,1
"81580",81580,6369144,840,61,103,101,2018,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,15,1190730,46,52,NA,"F",0,0,2,1,445,930,"0   ",1,1
"81581",81581,6371308,840,61,103,101,2019,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,10,1190730,45,52,NA,"F",0,1,0,1,444,935,"0   ",1,1
"81582",81582,6375550,840,61,103,101,2021,700,"HOPKINTON",1,44.6461827,-74.7117029,18,13,1,1,0,0,0,0,0,0,0,6,6,1190730,50,66,NA,"F",1,2,0,0,444,1001,"0   ",1,1
"81636",81636,6242704,840,61,107,101,2001,700,"DANNEMORA",1,44.7014077,-73.7508029,26,14,1,1,0,0,0,0,0,0,0,6,24,1140336,50,55,NA,"F",2,1,2,2,440,940,"1   ",1,1
"81637",81637,6171031,840,61,107,101,2002,700,"DANNEMORA",1,44.7014077,-73.7508029,26,14,1,1,0,0,0,0,0,0,0,5,30,1140336,53,52,NA,"F",0,1,0,0,508,845,"0   ",1,1
"81638",81638,6240970,840,61,107,101,2003,700,"DANNEMORA",1,44.7014077,-73.7508029,26,14,1,1,0,0,0,0,0,0,0,6,7,1140336,54,55,NA,"F",0,0,2,2,436,904,"1   ",1,1
"81639",81639,6248527,840,61,107,101,2004,700,"DANNEMORA",1,44.7014077,-73.7508029,26,14,1,1,0,0,0,0,0,0,0,6,6,1140336,50,55,NA,"F",0,2,2,2,438,900,"1   ",1,1
"81640",81640,6252670,840,61,107,101,2005,700,"DANNEMORA",1,44.7014077,-73.7508029,26,14,1,1,0,0,0,0,0,0,0,6,25,1140336,54,70,NA,"F",3,2,1,0,445,902,"1   ",1,1
"81641",81641,6297668,840,61,107,101,2006,700,"DANNEMORA",1,44.7014077,-73.7508029,26,14,1,1,0,0,0,0,0,0,0,6,18,1140336,51,70,NA,"F",3,1,0,1,440,903,"1   ",1,1
"81643",81643,6240974,840,61,108,101,2004,700,"ELLENBURG",1,44.917081,-73.927828,18,13,1,1,0,0,0,0,0,0,0,6,8,1040798,60,68,NA,"F",1,3,1,1,442,918,"1   ",1,1
"81644",81644,6248531,840,61,108,101,2005,700,"ELLENBURG",1,44.917081,-73.927828,18,13,1,1,0,0,0,0,0,0,0,6,3,1040798,59,50,NA,"F",0,1,1,1,442,945,"1   ",1,1
"81645",81645,6252671,840,61,108,101,2006,700,"ELLENBURG",1,44.917081,-73.927828,18,13,1,1,0,0,0,0,0,0,0,6,12,1040798,58,47,NA,"F",2,3,2,2,440,900,"1   ",1,1
"81664",81664,6244094,840,61,109,101,2001,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,26,1140336,58,60,NA,"F",0,0,0,0,438,915,"0   ",1,1
"81665",81665,6170203,840,61,109,101,2002,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,23,1140336,56,58,NA,"F",2,0,2,2,438,835,"0   ",1,1
"81666",81666,6241923,840,61,109,101,2003,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,5,31,1140336,58,50,NA,"F",0,1,2,2,440,840,"1   ",1,1
"81667",81667,6249011,840,61,109,101,2004,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,26,1140336,64,50,NA,"F",3,0,0,2,438,910,"1   ",1,1
"81668",81668,6252672,840,61,109,101,2005,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,18,1140336,61,50,NA,"F",2,2,5,2,438,900,"1   ",1,1
"81669",81669,6297745,840,61,109,101,2006,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,7,1,1140336,57,60,NA,"F",0,1,2,0,444,856,"NULL",1,1
"81670",81670,6297680,840,61,109,101,2007,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,9,1140336,58,60,NA,"F",0,1,2,1,450,915,"1   ",1,1
"81671",81671,6342802,840,61,109,101,2009,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,27,1140336,54,58,NA,"F",1,0,2,2,438,805,"1   ",1,1
"81672",81672,6342803,840,61,109,101,2010,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,7,3,1140336,61,57,NA,"F",1,3,0,0,440,829,"0   ",1,1
"81673",81673,6342804,840,61,109,101,2011,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,11,1140336,57,53,NA,"F",0,0,2,8,450,849,"1   ",1,1
"81674",81674,6350480,840,61,109,101,2012,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,30,1140336,61,58,NA,"F",2,0,0,0,438,849,"0   ",1,1
"81675",81675,6356643,840,61,109,101,2014,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,21,1140336,65,45,NA,"F",0,1,0,0,447,908,"0   ",1,1
"81676",81676,6358690,840,61,109,101,2015,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,6,1140336,55,58,NA,"F",3,5,2,2,452,915,"0   ",0,0
"81677",81677,6362602,840,61,109,101,2016,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,26,1140336,55,55,NA,"F",0,3,0,0,438,907,"0   ",1,1
"81678",81678,6367064,840,61,109,101,2017,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,17,1140336,55,58,NA,"F",3,3,2,2,454,916,"1   ",1,1
"81679",81679,6368432,840,61,109,101,2018,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,23,1140336,59,57,NA,"F",1,0,2,2,441,901,"0   ",1,1
"81680",81680,6373028,840,61,109,101,2019,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,23,1140336,60,59,NA,"F",1,0,0,0,438,917,"0   ",1,1
"81681",81681,6375244,840,61,109,101,2021,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,24,1140336,56,47,NA,"F",0,5,0,0,438,956,"0   ",0,0
"81682",81682,6378756,840,61,109,101,2022,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,19,1140336,51,49,NA,"F",3,5,0,0,446,942,"0   ",0,0
"81683",81683,6382018,840,61,109,101,2023,700,"WILLSBORO",1,44.4433387,-73.4887779,18,13,1,1,0,0,0,0,0,0,0,6,21,1140336,57,56,NA,"F",2,0,0,0,433,1000,"0   ",1,1
"81712",81712,6244097,840,61,110,101,2001,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,6,14,1090685,50,60,NA,"F",0,0,0,0,500,900,"0   ",1,1
"81713",81713,6245878,840,61,110,101,2002,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,6,9,1090685,55,65,NA,"F",0,1,2,2,508,916,"0   ",1,1
"81714",81714,6170205,840,61,110,101,2003,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,6,8,1090685,58,63,NA,"F",0,1,1,1,502,948,"0   ",1,1
"81715",81715,6249014,840,61,110,101,2005,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,6,26,1090685,55,65,NA,"F",0,0,0,0,503,940,"0   ",1,1
"81716",81716,6358925,840,61,110,101,2015,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,7,2,1190912,67,60,NA,"F",1,2,2,2,502,927,"0   ",1,1
"81717",81717,6361970,840,61,110,101,2016,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,6,28,1190912,69,60,NA,"F",1,2,0,0,502,931,"0   ",1,1
"81718",81718,6365739,840,61,110,101,2017,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,7,6,1190912,63,65,NA,"F",1,2,1,2,507,929,"0   ",1,1
"81719",81719,6369329,840,61,110,101,2018,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,6,26,1190912,69,46,NA,"F",2,2,0,0,502,951,"0   ",1,1
"81720",81720,6372852,840,61,110,101,2019,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,6,27,1190912,69,56,NA,"F",1,2,0,1,502,930,"0   ",1,1
"81721",81721,6376222,840,61,110,101,2021,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,7,7,1190912,71,69,NA,"F",1,2,2,1,509,942,"0   ",1,1
"81722",81722,6379332,840,61,110,101,2022,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,7,3,1190912,74,57,NA,"F",2,3,2,0,502,929,"0   ",1,1
"81723",81723,6382205,840,61,110,101,2023,700,"NAPLES",1,42.6074657,-77.4085679,24,13,1,1,0,0,0,0,0,0,0,6,27,1190912,73,62,NA,"F",1,2,1,1,459,948,"0   ",1,1
"81759",81759,6242707,840,61,111,101,2001,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,17,1180026,52,60,NA,"F",0,0,4,0,506,920,"1   ",1,1
"81760",81760,6244289,840,61,111,101,2002,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,22,1180026,56,62,NA,"F",0,1,2,1,506,924,"1   ",1,1
"81761",81761,6171035,840,61,111,101,2003,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,20,1180026,62,50,NA,"F",2,1,2,2,506,930,"1   ",1,1
"81762",81762,6240978,840,61,111,101,2004,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,24,1180026,53,56,NA,"F",2,1,4,0,506,916,"1   ",1,1
"81763",81763,6248535,840,61,111,101,2005,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,24,1180026,49,40,NA,"F",1,0,1,0,506,925,"1   ",1,1
"81764",81764,6252673,840,61,111,101,2006,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,21,1180026,55,52,NA,"F",0,0,4,0,506,920,"1   ",1,1
"81765",81765,6262048,840,61,111,101,2007,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,10,1180026,47,46,NA,"F",1,0,4,0,506,918,"1   ",1,1
"81766",81766,6299792,840,61,111,101,2008,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,15,1180026,57,63,NA,"F",1,0,2,0,506,924,"1   ",1,1
"81767",81767,6312736,840,61,111,101,2009,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,7,1180026,64,50,NA,"F",0,0,2,2,506,910,"1   ",1,1
"81768",81768,6319007,840,61,111,101,2010,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,13,1180026,58,66,NA,"F",0,0,2,5,506,930,"1   ",1,1
"81769",81769,6342805,840,61,111,101,2011,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,5,30,1180026,56,62,NA,"F",0,0,2,1,507,915,"1   ",1,1
"81770",81770,6345477,840,61,111,101,2012,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,5,28,1180026,55,60,NA,"F",0,0,2,0,507,911,"1   ",1,1
"81771",81771,6353044,840,61,111,101,2013,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,9,1180026,57,54,NA,"F",0,0,2,0,506,911,"1   ",1,1
"81772",81772,6354943,840,61,111,101,2014,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,8,1180026,58,48,NA,"F",0,0,2,0,506,920,"1   ",1,1
"81773",81773,6359463,840,61,111,101,2015,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,7,4,1180026,49,61,NA,"F",0,0,2,2,507,928,"1   ",1,1
"81774",81774,6362357,840,61,111,101,2016,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,5,30,1180026,62,55,NA,"F",1,1,1,0,507,940,"1   ",1,1
"81775",81775,6365552,840,61,111,101,2017,700,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1,0,0,0,0,0,0,0,6,18,1180026,49,67,NA,"F",0,1,1,1,506,924,"1   ",1,1
"81785",81785,6247982,840,61,112,101,2005,700,"SCIOTA",1,44.8703977,-73.5550089,26,14,1,1,0,0,0,0,0,0,0,6,19,1040798,63,50,NA,"F",0,3,0,2,439,926,"1   ",1,1
"81786",81786,6252674,840,61,112,101,2006,700,"SCIOTA",1,44.8703977,-73.5550089,26,14,1,1,0,0,0,0,0,0,0,6,6,1040798,60,52,NA,"F",0,1,2,0,440,858,"1   ",1,1
"81805",81805,6170016,840,61,113,101,2003,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,1,1070101,73,45,NA,"F",3,3,5,2,458,940,"0   ",1,1
"81806",81806,6240686,840,61,113,101,2004,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,13,1070101,89,60,NA,"F",0,1,0,0,446,945,"0   ",1,1
"81807",81807,6247984,840,61,113,101,2005,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,18,1070101,83,0,NA," ",3,2,5,1,448,938,"0   ",1,1
"81808",81808,6252675,840,61,113,101,2006,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,18,1070101,79,70,NA,"F",1,0,0,2,445,930,"NULL",1,1
"81809",81809,6342806,840,61,113,101,2008,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,8,1070101,77,71,NA,"F",0,2,0,0,430,920,"NULL",1,1
"81810",81810,6311357,840,61,113,101,2009,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,14,1070101,81,55,NA,"F",0,2,0,0,452,912,"NULL",1,1
"81811",81811,6342807,840,61,113,101,2010,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,19,1070101,80,64,NA,"F",1,2,0,0,448,905,"NULL",1,1
"81812",81812,6342808,840,61,113,101,2011,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,11,1070101,70,62,NA,"F",0,1,0,1,445,915,"NULL",1,1
"81813",81813,6346639,840,61,113,101,2012,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,19,1070101,78,65,NA,"F",2,2,5,0,448,1042,"NULL",1,1
"81814",81814,6361768,840,61,113,101,2016,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,16,980732,77,13,NA,"C",1,2,1,1,446,955,"0   ",1,1
"81815",81815,6366347,840,61,113,101,2017,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,8,980732,76,10,NA,"C",0,2,0,1,446,950,"0   ",1,1
"81816",81816,6369469,840,61,113,101,2018,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,9,980732,82,11,NA,"C",0,1,0,1,447,948,"0   ",1,1
"81817",81817,6372656,840,61,113,101,2019,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,7,980732,81,8,NA,"C",0,2,0,0,446,930,"0   ",1,1
"81818",81818,6378285,840,61,113,101,2022,700,"PHILADELPHIA",1,44.1487467,-75.7014799,18,13,1,1,0,0,0,0,0,0,0,6,15,980732,79,14,NA,"C",0,1,2,1,451,931,"0   ",1,1
